1198.83	3375.23
1191.56	1027.02
1184.39	4205.87
1177.29	2543.67
1170.29	1114.84
1163.36	1231.01
1156.52	2030.48
1149.75	2579.63
1143.07	4106.57
1136.46	1200.86
1129.93	4635.78
1123.47	4816.73
1117.09	1303.63
1110.78	714.27
1104.54	1525.73
1098.37	4373.01
1092.27	3985.07
1086.23	1064.29
1080.26	2753.03
1074.36	1107.56
1068.52	1957.87
1062.75	792.19
1057.03	1885.28
1051.38	3240.20
1045.79	1373.13
1040.25	3104.13
1034.78	2374.70
1029.36	1513.48
1024.00	1981.85
1018.69	2840.28
1013.44	4785.15
1008.25	6535.73
1003.10	3681.52
998.01	1621.15
992.97	3244.92
987.98	3548.04
983.04	3045.39
978.15	4497.48
973.31	5679.81
968.51	4074.61
963.76	4213.18
959.06	3186.25
954.41	2587.59
949.80	4105.88
945.23	2278.08
940.71	1221.81
936.23	3505.03
931.79	6015.27
927.40	3639.62
923.04	2784.05
918.73	1695.33
914.46	4234.37
910.22	9379.59
906.03	9223.91
901.87	2240.16
897.75	1599.64
893.67	2893.74
889.63	5684.18
885.62	3791.81
881.65	1535.38
877.71	2185.83
873.81	2190.75
869.95	3253.85
866.11	1963.64
862.32	2921.69
858.55	3797.70
854.82	5758.14
851.12	5892.03
847.45	2141.90
843.81	2621.35
840.21	3826.85
836.63	7860.82
833.08	13459.06
829.57	12339.71
826.08	5111.20
822.63	2386.61
819.20	1916.29
815.80	2767.38
812.43	2337.16
809.09	470.57
805.77	5757.82
802.48	9832.73
799.22	5791.98
795.98	3798.12
792.77	6546.70
789.59	5337.31
786.43	1071.80
783.30	2218.16
780.19	5874.47
777.11	6727.41
774.05	5935.74
771.01	3558.04
768.00	5717.78
765.01	9099.22
762.05	3426.72
759.10	7447.19
756.18	9236.03
753.29	8673.29
750.41	9182.11
747.56	11887.73
744.73	16524.79
741.92	15290.58
739.13	5209.32
736.36	4932.16
733.61	9408.20
730.88	18242.34
728.18	17778.71
725.49	12029.89
722.82	6043.80
720.18	9191.34
717.55	22034.10
714.94	24434.84
712.35	7187.07
709.78	14545.14
707.22	19254.36
704.69	21377.79
702.17	30911.43
699.67	28756.45
697.19	21734.94
694.73	15908.41
692.28	20073.99
689.85	25983.61
687.44	33114.19
685.05	66291.15
682.67	33405.99
680.30	30942.02
677.96	46684.51
675.63	34852.81
673.32	40183.78
671.02	32254.26
668.73	78751.23
666.47	161219.83
664.22	146417.84
661.98	427959.84
659.76	556580.81
657.55	225104.28
655.36	296908.67
653.18	377974.44
651.02	261757.27
648.87	161355.32
646.74	97259.78
644.62	51614.74
642.51	35829.06
640.42	44876.34
638.34	95005.55
636.27	102804.72
634.22	47482.46
632.18	11985.86
630.15	6961.56
628.14	31311.70
626.14	27972.66
624.15	15868.83
622.18	16804.27
620.21	9408.27
618.26	19473.48
616.33	18494.96
614.40	17571.06
612.49	31806.97
610.58	19526.01
608.69	12581.45
606.81	8084.31
604.95	9385.59
603.09	12696.26
601.25	1318.70
599.41	5631.61
597.59	3195.77
595.78	11991.90
593.98	16987.82
592.19	13993.95
590.41	11122.75
588.65	11404.01
586.89	9959.86
585.14	4179.51
583.41	2229.55
581.68	2007.58
579.96	2451.85
578.26	7615.35
576.56	15241.91
574.88	14957.06
573.20	12076.92
571.53	12891.91
569.88	14368.16
568.23	12004.74
566.59	9832.23
564.97	12001.96
563.35	12050.18
561.74	8176.67
560.14	4649.18
558.55	1795.41
556.96	2536.18
555.39	5086.12
553.83	7389.28
552.27	8322.26
550.72	9192.59
549.18	10843.12
547.65	11479.94
546.13	8754.82
544.62	5244.28
543.12	4198.60
541.62	2125.34
540.13	3753.09
538.65	2012.70
537.18	4227.45
535.72	8938.51
534.26	10326.43
532.81	6590.67
531.37	2217.32
529.94	2260.30
528.52	4347.49
527.10	5915.60
525.69	7729.93
524.29	8763.09
522.89	7948.09
521.51	6251.46
520.13	10559.12
518.75	12175.82
517.39	9385.99
516.03	7716.92
514.68	6462.39
513.34	4584.20
512.00	2641.11
510.67	1653.37
509.35	3778.17
508.03	3609.94
506.72	2789.20
505.42	3773.75
504.12	5041.47
502.83	6084.73
501.55	6367.87
500.27	5822.48
499.01	4703.46
497.74	2788.16
496.48	1461.35
495.23	1817.46
493.99	3210.84
492.75	4376.87
491.52	3840.56
490.29	3480.79
489.07	3303.28
487.86	5456.04
486.65	6064.05
485.45	5670.01
484.26	4393.02
483.07	1828.76
481.88	1184.33
480.70	2345.03
479.53	3647.33
478.36	3341.09
477.20	2700.18
476.05	5981.35
474.90	9485.01
473.75	9527.31
472.62	5341.26
471.48	2397.75
470.35	5951.37
469.23	8785.94
468.11	6980.16
467.00	409.71
465.90	7634.79
464.79	9688.19
463.70	5976.07
462.61	2637.05
461.52	3730.17
460.44	5838.20
459.36	4265.37
458.29	4584.23
457.23	9216.39
456.17	10469.58
455.11	4836.10
454.06	6070.84
453.01	11159.52
451.97	8696.79
450.94	3523.96
449.90	2469.02
448.88	6372.96
447.85	10164.98
446.84	6334.49
445.82	3866.50
444.81	10036.49
443.81	12139.51
442.81	12260.61
441.82	9877.36
440.83	4819.97
439.84	3177.71
438.86	4391.20
437.88	5876.79
436.91	8291.33
435.94	9534.89
434.97	8049.22
434.01	5839.07
433.06	3978.99
432.11	3742.56
431.16	6880.36
430.21	7817.17
429.28	6501.15
428.34	6636.75
427.41	8331.92
426.48	8448.55
425.56	6416.79
424.64	1605.09
423.72	3865.12
422.81	4024.88
421.91	3743.77
421.00	7045.10
420.10	8209.97
419.21	5808.98
418.31	4378.73
417.43	3101.04
416.54	1782.56
415.66	2852.59
414.78	4312.55
413.91	7558.26
413.04	8683.80
412.18	5946.48
411.31	1725.44
410.46	596.30
409.60	3480.66
408.75	6121.60
407.90	4071.64
407.06	3938.24
406.21	8615.79
405.38	9919.39
404.54	6499.05
403.71	3204.72
402.89	4121.94
402.06	1764.16
401.24	2622.14
400.42	4105.70
399.61	2735.63
398.80	4103.07
397.99	4925.04
397.19	3458.79
396.39	2329.47
395.59	1909.13
394.80	4128.50
394.00	2005.85
393.22	2188.00
392.43	2119.93
391.65	1076.14
390.87	1038.47
390.10	3136.90
389.32	5347.51
388.55	3192.34
387.79	3054.29
387.02	3649.17
386.26	4409.93
385.51	3683.29
384.75	3877.58
384.00	3148.06
383.25	1444.09
382.51	1558.99
381.76	690.84
381.02	2462.53
380.29	5506.26
379.55	8137.49
378.82	7203.51
378.09	1695.99
377.37	5970.56
376.64	6077.21
375.92	3291.73
375.21	3556.50
374.49	2208.36
373.78	1470.84
373.07	1526.78
372.36	2102.08
371.66	4209.75
370.96	4611.71
370.26	2375.25
369.56	1209.93
368.87	2808.11
368.18	4400.86
367.49	3882.07
366.81	2749.06
366.12	2678.85
365.44	2836.70
364.76	2686.71
364.09	1600.44
363.42	609.66
362.75	2255.82
362.08	2862.47
361.41	372.01
360.75	3332.78
360.09	3600.17
359.43	1622.17
358.77	2447.91
358.12	2497.73
357.47	1855.30
356.82	920.16
356.17	2011.48
355.53	4487.07
354.89	6040.13
354.25	5777.78
353.61	3394.69
352.98	734.25
352.34	2924.84
351.71	1949.11
351.09	685.74
350.46	2689.26
349.84	2850.26
349.21	1523.22
348.60	2474.94
347.98	3097.79
347.36	4369.87
346.75	5428.66
346.14	3557.92
345.53	1496.46
344.93	1354.63
344.32	3003.32
343.72	3803.34
343.12	3731.34
342.52	5622.94
341.93	6154.43
341.33	4784.46
340.74	1916.29
340.15	964.83
339.56	1651.89
338.98	2717.04
338.40	2103.70
337.81	1116.87
337.23	1791.38
336.66	1822.04
336.08	2581.87
335.51	2009.65
334.94	1174.99
334.37	4823.28
333.80	6831.73
333.23	4937.30
332.67	2400.00
332.11	1366.70
331.55	1884.84
330.99	3662.38
330.43	2221.16
329.88	848.66
329.33	2490.93
328.78	2868.72
328.23	3052.60
327.68	1423.01
327.13	2785.29
326.59	4039.21
326.05	1786.14
325.51	884.94
324.97	2881.45
324.44	4469.29
323.90	3706.10
323.37	582.64
322.84	2084.78
322.31	2776.27
321.78	2461.28
321.25	1782.89
320.73	608.06
320.21	506.97
319.69	2592.76
319.17	4173.50
318.65	3502.88
318.14	1551.81
317.62	850.95
317.11	1559.36
316.60	2874.89
316.09	2808.48
315.58	1707.56
315.08	188.13
314.57	1336.85
314.07	1199.78
313.57	1231.51
313.07	2705.90
312.57	2122.74
312.08	4274.06
311.58	3044.89
311.09	613.49
310.60	2729.44
310.11	2751.97
309.62	2473.22
309.13	3482.74
308.65	4634.20
308.16	3555.96
307.68	922.18
307.20	1314.25
306.72	986.37
306.24	1394.88
305.77	1061.91
305.29	787.53
304.82	2448.92
304.35	3100.38
303.88	4313.30
303.41	3521.86
302.94	862.65
302.47	997.35
302.01	1045.27
301.55	1817.09
301.08	4244.30
300.62	3297.12
