Path difference [nm]	Intensity [a.u.]
-2688	56.5233
-2640	49.9433
-2592	43.0733
-2544	40.8333
-2496	42.3033
-2448	45.07
-2400	51.6033
-2352	61.14
-2304	61.8767
-2256	60
-2208	51.8267
-2160	44.87
-2112	41.8833
-2064	39.5533
-2016	43.9833
-1968	51.96
-1920	58.86
-1872	61.9133
-1824	63.0767
-1776	56.94
-1728	49.0033
-1680	41.3233
-1632	37.69
-1584	38.6367
-1536	42.8467
-1488	50.55
-1440	63.7533
-1392	65.27
-1344	61.4533
-1296	53.0867
-1248	47.45
-1200	40.46
-1152	36.12
-1104	43.9233
-1056	57.4633
-1008	66.0233
-960	66.2967
-912	66.7533
-864	62.64
-816	55.6267
-768	42.13
-720	36.38
-672	34.9667
-624	40.05
-576	50.5233
-528	63.59
-480	68.0367
-432	64.3067
-384	59.5067
-336	55.8833
-288	43.7267
-240	34.49
-192	37.6567
-144	46.4
-96	58.04
-48	64.9633
0	67.5333
48	67.3967
96	56.0067
144	45.92
192	36.25
240	34.3167
288	34.32
336	41.39
384	54.42
432	66.07
480	68.26
528	65.74
576	55.6267
624	48.3533
672	38.87
720	35.4367
768	41.3667
816	48.9467
864	54.06
912	64.8033
960	67.5367
1008	60.4733
1056	51.5133
1104	37.6467
1152	35.5667
1200	35.51
1248	40.1
1296	52.37
1344	64.58
1392	66.19
1440	62.4933
1488	58.08
1536	45.64
1584	41.23
1632	37.06
1680	42.61
1728	49.8267
1776	52.4633
1824	59.39
1872	64.34
1920	62.1033
1968	54.7967
2016	48.6767
2064	38.8333
2112	40.3067
2160	42.45
2208	52.0133
2256	60.72
2304	62.6667
2352	61.8467
2400	55.5033
2448	51.24
2496	45.5433
2544	40.82
2592	41.4933
2640	50.2333
2688	54.82
2736	58.8133
2784	61.2667
2832	59.8467
2880	53.5933
2928	48.3933
2976	43.7267
3024	42.05
3072	43.6733
3120	47.0233
3168	53.5067
3216	59.4967
3264	59.27
3312	57.36
3360	51.7433
3408	47.38
3456	43.98
3504	43.4767
3552	45.9067
3600	54.3967
3648	57.4333
3696	58.1567
3744	58.0367
3792	56.0933
3840	49.86
3888	46.2133
3936	44.4333
3984	45.9833
4032	49.2433
4080	50.0067
4128	54.9367
4176	57.5567
4224	54.84
4272	53.22
4320	48.0633
4368	46.5233
4416	45.7033
4464	46.4
4512	49.5467
4560	54.8433
4608	55.97
4656	56.5767
4704	56.04
4752	53.9133
4800	50.53
4848	46.83
4896	46.78
4944	49.26
4992	50.4567
5040	50.8833
5088	54.0467
5136	55.5833
5184	53.5567
5232	51.8367
5280	47.35
5328	47.4933
5376	50.2767
5424	51.36
5472	51.99
5520	54.2867
5568	54.43
5616	55.0967
5664	54.9733
5712	53.7067
5760	51.43
5808	48.61
5856	47.9467
5904	49.7667
5952	51.4067
6000	51.8733
6048	53.93
6096	54.5567
6144	53.4833
6192	52.17
6240	49.8767
6288	49.1133
6336	48.6167
6384	49.2167
6432	50.9333
