Path difference [nm]	Intensity [a.u.]
-864	47.57
-816	48.4433
-768	56.4733
-720	65.9167
-672	73.6667
-624	77.2633
-576	75.8067
-528	73.76
-480	70.43
-432	62.7167
-384	44.6133
-336	36.7733
-288	38.39
-240	44.9833
-192	57.6867
-144	65.45
-96	66.16
-48	77.0133
0	85.6833
48	76.51
96	67.85
144	57.7333
192	43.3433
240	37.1967
288	34.7667
336	36.2267
384	53.0567
432	68.4133
480	75.03
528	79.39
576	79.9767
624	77.72
672	67.67
720	58.68
768	48.27
816	44.9267
864	45.22
912	45.7567
960	50.9067
1008	58.4967
1056	65.03
1104	67.5967
1152	69.5333
1200	67.64
1248	66.8733
1296	64.3567
1344	58.2467
1392	53.29
1440	51.8167
1488	51.6633
1536	52.6033
1584	55.0067
1632	61.23
1680	62.41
1728	66.1333
1776	65.2
1824	64.2267
1872	61.1133
1920	58.0033
1968	54.8433
2016	54.5567
2064	54.7333
2112	55.4267
2160	58.54
2208	61.03
2256	62.74
2304	62.1433
2352	60.96
2400	60.63
2448	58.99
2496	57.0733
2544	57.9967
2592	58.0867
2640	59.68
2688	61.1233
2736	61.2067
2784	60.8767
2832	59.7367
2880	58.27
2928	57.8967
2976	57.8733
3024	58.2767
3072	59.94
3120	60.5933
3168	60.9467
3216	60.18
3264	59.31
3312	58.9233
3360	58.58
3408	58.26
3456	58.0667
3504	59.2767
3552	59.4833
3600	60.3
3648	60.5933
3696	60.2033
3744	59.2767
3792	59.4
3840	58.7767
3888	58.7933
3936	58.7233
3984	59.5333
4032	60.0667
4080	60.11
4128	60.1133
4176	59.9
4224	59.3833
4272	59.06
4320	58.9633
4368	59.4
4416	59.7567
4464	59.8033
4512	60.12
4560	60.21
4608	59.8
4656	59.3233
4704	59.34
4752	59.0933
4800	59.24
4848	59.4267
4896	59.58
4944	59.9733
4992	59.9667
5040	59.68
5088	59.5567
5136	59.53
5184	59.3867
5232	59.3
5280	59.4133
5328	59.5767
5376	60.03
5424	59.99
5472	59.9167
5520	59.58
5568	59.2333
5616	59.1633
5664	59.26
5712	59.21
5760	59.2733
5808	59.5367
5856	59.88
5904	60.0233
5952	60.0033
6000	59.5433
6048	59.3333
6096	59.2033
6144	59.1333
6192	59.0067
6240	59.1267
6288	59.7267
6336	60.0167
6384	60.0567
6432	59.84
6480	59.8933
6528	59.5533
6576	59.27
6624	59.1767
6672	59.4167
6720	59.4733
6768	59.52
6816	59.7833
6864	59.8367
6912	59.64
6960	59.2633
7008	59.2733
7056	59.3533
7104	59.4967
7152	59.6267
7200	59.5433
7248	59.8433
7296	59.8433
7344	59.7
7392	59.4467
7440	59.2367
7488	59.2133
7536	59.4233
7584	59.2233
7632	59.2533
7680	59.5433
7728	59.7567
7776	59.9467
7824	59.7867
7872	59.6433
7920	59.31
7968	59.3767
8016	59.2433
8064	59.33
8112	59.4733
8160	59.4533
8208	59.6967
8256	59.69
8304	59.9033
8352	59.6333
8400	59.5
8448	59.3433
8496	59.3967
8544	59.41
8592	59.5167
8640	59.5467
8688	59.7667
8736	59.81
8784	59.66
8832	59.4867
8880	59.2533
8928	59.39
8976	59.37
9024	59.8567
9072	59.71
9120	59.54
9168	59.7333
9216	59.6267
9264	59.26
9312	59.47
9360	59.2433
9408	59.2967
9456	59.5367
9504	59.6067
9552	59.5733
9600	59.7133
9648	59.8333
9696	59.5933
9744	59.3933
9792	59.4467
9840	59.4267
9888	59.5633
9936	59.5533
9984	59.42
10032	59.5333
10080	59.7433
10128	59.7733
10176	59.7067
10224	59.42
10272	59.3567
10320	59.5167
10368	59.6067
10416	59.6
10464	59.8
10512	59.6667
10560	59.6633
10608	59.5533
10656	59.39
10704	59.4867
10752	59.48
10800	59.56
10848	59.8167
10896	59.6733
10944	59.5567
10992	59.6433
11040	59.4233
11088	59.4933
11136	59.4533
11184	59.47
11232	59.2
11280	59.36
11328	59.68
11376	59.64
11424	59.49
11472	59.6733
11520	59.7733
11568	59.3967
11616	59.3367
11664	59.68
11712	59.44
11760	59.6633
11808	59.5767
11856	59.31
11904	59.5067
11952	59.4667
12000	59.44
12048	59.5067
12096	59.44
12144	59.6333
12192	59.7933
12240	59.64
12288	59.68
12336	59.6633
12384	59.6433
12432	59.46
12480	59.33
12528	59.4167
12576	59.3667
12624	59.62
12672	59.4733
12720	59.6167
12768	59.66
12816	59.55
12864	59.8933
12912	59.5267
12960	59.57
13008	59.36
13056	59.5767
13104	59.4867
13152	59.56
13200	59.6567
13248	59.5067
13296	59.5067
13344	59.59
13392	59.5367
13440	59.35
13488	59.4433
13536	59.6167
13584	59.6733
13632	59.7967
13680	59.61
13728	59.69
13776	59.35
13824	59.4033
13872	59.3433
13920	59.3333
13968	59.4967
14016	59.69
14064	59.52
14112	59.6867
14160	59.8133
14208	59.7733
14256	59.7267
14304	59.52
14352	59.51
14400	59.4
14448	59.4133
14496	59.6233
14544	59.4367
14592	59.3267
14640	59.6033
14688	59.62
14736	59.54
14784	59.4367
14832	59.5333
14880	59.43
14928	59.66
14976	59.3133
15024	59.5033
15072	59.54
15120	59.4867
15168	59.6167
15216	59.54
15264	59.3633
15312	59.45
15360	59.3667
15408	59.3767
15456	59.6933
15504	59.6167
15552	59.8967
15600	59.74
15648	59.6333
15696	59.41
15744	59.47
15792	59.61
15840	59.53
15888	59.47
15936	59.5367
15984	59.57
16032	59.4167
16080	59.52
16128	59.44
16176	59.45
16224	59.6833
16272	59.8267
16320	59.7333
16368	59.6733
16416	59.5267
16464	59.65
16512	59.4533
16560	59.5133
16608	59.52
16656	59.55
16704	59.3833
16752	59.6367
16800	59.64
16848	59.7467
16896	59.4233
16944	59.6167
16992	59.5167
17040	59.35
17088	59.7567
17136	59.67
17184	59.3867
17232	59.4133
17280	59.4567
17328	59.5933
17376	59.48
17424	59.5133
17472	59.5467
17520	59.77
17568	59.7033
17616	59.43
17664	59.6533
17712	59.5533
17760	59.2733
17808	59.3667
17856	59.5567
17904	59.7233
17952	59.4767
18000	59.6067
18048	59.4267
18096	59.46
18144	59.7233
18192	59.7133
18240	59.4633
18288	59.5333
18336	59.5733
18384	59.4433
18432	59.71
18480	59.5867
18528	59.3967
18576	59.4933
18624	59.5167
18672	59.61
18720	59.4267
18768	59.7867
18816	59.6633
18864	59.92
18912	59.5
18960	59.6067
19008	59.71
19056	59.6267
19104	59.45
19152	59.6967
19200	59.25
19248	59.56
19296	59.4333
19344	59.6933
19392	59.49
19440	59.51
19488	59.62
19536	59.6033
19584	59.7233
19632	59.7167
19680	59.6233
19728	59.4867
19776	59.7767
19824	59.5467
19872	59.5633
19920	59.17
19968	59.25
20016	59.4433
20064	59.5367
20112	59.8233
20160	59.6133
20208	59.6533
20256	59.6567
20304	59.65
20352	59.61
20400	59.5267
20448	59.58
20496	59.4567
20544	59.5467
20592	59.3267
20640	59.5
20688	59.6233
20736	59.4933
20784	59.5567
20832	59.4
20880	59.4733
20928	59.51
20976	59.4767
21024	59.7567
21072	59.6033
21120	59.63
21168	59.6067
21216	59.58
21264	59.6133
21312	59.52
21360	59.3833
21408	59.6367
21456	59.5267
21504	59.3467
21552	59.44
21600	59.6633
21648	59.28
21696	59.7233
21744	59.6933
21792	59.65
21840	59.5033
21888	59.4967
21936	59.6833
21984	59.42
22032	59.3867
22080	59.77
22128	59.8733
22176	59.62
22224	59.7633
22272	59.5333
22320	59.53
22368	59.59
22416	59.3467
22464	59.4467
