Path difference [nm]	Intensity [a.u.]
20064	62.6133
20112	62.5733
20160	62.3
20208	62.3533
20256	62.3167
20304	62.4367
20352	62.43
20400	62.58
20448	62.5567
20496	62.4067
20544	62.09
20592	61.9233
20640	61.8867
20688	62.2367
20736	62.4967
20784	62.68
20832	62.89
20880	62.79
20928	62.8633
20976	62.8467
21024	61.96
21072	61.9533
21120	61.9533
21168	61.8133
21216	62.1867
21264	62.41
21312	62.7667
21360	62.82
21408	62.48
21456	62.3467
21504	62.2533
21552	62.0933
21600	61.9767
21648	62.2733
21696	62.44
21744	62.6467
21792	62.76
21840	62.7767
21888	62.7533
21936	62.38
21984	61.9333
22032	61.94
22080	61.92
22128	61.9767
22176	62.3767
22224	62.66
22272	62.7867
22320	62.68
22368	62.4367
22416	62.0633
22464	61.94
22512	61.9
22560	62.0433
22608	62.3633
22656	62.59
22704	62.6667
22752	62.67
22800	62.65
22848	62.5367
22896	62.1733
22944	62.0767
22992	62.22
23040	62.0333
23088	62.11
23136	62.4667
23184	62.5433
23232	62.4433
23280	62.4467
23328	62.3367
23376	62.2233
23424	62.2867
23472	62.2633
23520	62.3067
23568	62.3833
23616	62.55
23664	62.4533
23712	62.3567
23760	62.2467
23808	62.34
23856	62.2667
23904	62.24
23952	62.39
24000	62.5
24048	62.32
24096	62.5833
24144	62.35
24192	62.3267
24240	62.2633
24288	62.14
24336	62.03
24384	62.38
24432	62.3767
24480	62.4667
24528	62.51
24576	62.49
24624	62.4167
24672	62.1867
24720	62.0667
24768	62.1033
24816	61.9833
24864	62.0633
24912	62.2033
24960	62.4467
25008	62.3333
25056	62.4067
25104	62.27
25152	62.3467
25200	62.3033
25248	62.34
25296	62.3067
25344	62.5067
25392	62.4133
25440	62.44
25488	62.3567
25536	62.21
25584	62.3333
25632	62.0733
25680	62.1233
25728	62.4333
25776	62.41
25824	62.5167
25872	62.5833
25920	62.2533
25968	62.4967
26016	62.2233
26064	62.1
26112	62.1
26160	62.14
26208	62.18
26256	62.3033
26304	62.3633
26352	62.46
26400	62.54
26448	62.37
26496	62.3233
26544	62.2767
26592	62.1433
26640	62.34
26688	62.21
26736	62.2933
26784	62.3067
26832	62.3633
26880	62.2767
26928	62.3167
26976	62.35
27024	62.1167
27072	62.3033
27120	62.38
27168	62.3033
27216	62.3633
27264	62.2667
27312	62.4
27360	62.0233
27408	62.09
27456	62.1467
27504	62.27
27552	62.4967
27600	62.3533
27648	62.57
27696	62.4933
27744	62.4833
27792	62.2667
27840	62.2567
27888	62.29
27936	62.3167
27984	62.2533
28032	62.35
28080	62.5133
28128	62.2033
28176	62.4067
28224	62.4933
28272	62.3567
28320	62.2633
28368	62.3267
28416	62.43
28464	62.3367
28512	62.5167
28560	62.17
28608	62.2433
28656	62.3367
28704	62.1933
28752	62.1533
28800	62.3033
28848	62.4467
28896	62.45
28944	62.24
28992	62.2433
29040	62.3433
29088	62.3367
29136	62.31
29184	62.0233
29232	62.15
29280	62.4133
29328	62.4
29376	62.36
