1198.83	1032.25
1170.29	848.57
1143.07	643.92
1117.09	476.94
1092.27	383.39
1068.52	371.01
1045.79	426.67
1024.00	525.42
1003.10	650.31
983.04	793.38
963.76	955.98
945.23	1137.66
927.40	1319.79
910.22	1490.30
893.67	1666.40
877.71	1871.74
862.32	2092.89
847.45	2268.28
833.08	2345.70
819.20	2347.25
805.77	2351.75
792.77	2417.29
780.19	2551.50
768.00	2759.34
756.18	3085.13
744.73	3588.90
733.61	4301.59
722.82	5222.73
712.35	6346.00
702.17	7680.58
692.28	9264.44
682.67	11148.10
673.32	13340.66
664.22	15790.79
655.36	18443.49
646.74	21265.86
638.34	24170.72
630.15	26981.96
622.18	29532.59
614.40	31731.37
606.81	33495.10
599.41	34719.51
592.19	35367.59
585.14	35488.29
578.26	35129.30
571.53	34317.31
564.97	33116.76
558.55	31622.09
552.27	29886.48
546.13	27904.05
540.13	25654.23
534.26	23130.39
528.52	20328.02
522.89	17246.29
517.39	13951.87
512.00	10643.21
506.72	7605.11
501.55	5082.27
496.48	3204.02
491.52	1994.30
486.65	1390.47
481.88	1194.64
477.20	1125.08
472.62	1016.88
468.11	819.62
463.70	628.16
459.36	1251.67
455.11	2606.72
450.94	3932.81
446.84	4591.25
442.81	4354.12
438.86	3488.38
434.97	2441.76
431.16	1527.51
427.41	914.66
423.72	724.79
420.10	789.11
416.54	854.81
413.04	868.52
409.60	818.14
406.21	695.66
402.89	525.62
399.61	349.91
396.39	197.65
393.22	 97.90
390.10	138.14
387.02	277.23
384.00	471.14
381.02	688.15
378.09	875.04
375.21	1003.46
372.36	1086.90
369.56	1143.82
366.81	1173.70
364.09	1176.59
361.41	1164.35
358.77	1139.10
356.17	1088.05
353.61	1016.77
351.09	966.22
348.60	967.20
346.14	995.19
343.72	1004.42
341.33	969.30
338.98	890.51
336.66	793.49
334.37	718.60
332.11	689.34
329.88	690.79
327.68	688.70
325.51	662.70
323.37	622.36
321.25	581.91
319.17	528.97
317.11	446.66
315.08	357.28
313.07	345.29
311.09	490.02
309.13	750.50
307.20	1050.28
305.29	1341.01
303.41	1606.18
301.55	1833.30
