Path difference [nm]	Intensity [a.u.]
4032	25.89
4080	25.8433
4128	25.8533
4176	25.8167
4224	25.7967
4272	25.8133
4320	25.8867
4368	25.8533
4416	25.8533
4464	25.93
4512	25.9067
4560	25.76
4608	25.9033
4656	25.88
4704	25.8333
4752	25.8767
4800	25.8433
4848	25.8267
4896	25.7633
4944	25.81
4992	25.8733
5040	25.8933
5088	25.92
5136	25.9167
5184	25.8467
5232	25.94
5280	25.9133
5328	25.86
5376	25.8967
5424	25.87
5472	25.8733
5520	25.9033
5568	25.91
5616	25.8167
5664	25.9667
5712	25.8233
5760	25.89
5808	25.8667
5856	25.9033
5904	25.8667
5952	25.8267
6000	25.8733
6048	25.8433
6096	25.8367
6144	25.8333
6192	25.82
6240	25.8633
6288	25.9367
6336	25.8833
6384	25.9067
6432	25.92
6480	25.89
6528	25.8967
6576	25.9167
6624	25.9233
6672	25.9033
6720	25.8433
6768	25.8033
6816	25.8967
6864	25.8633
6912	25.9467
6960	25.92
7008	25.9333
7056	25.9467
7104	25.9433
7152	25.9033
7200	25.8933
7248	26.0033
7296	25.9333
7344	25.85
7392	25.8967
7440	25.8833
7488	25.9333
7536	25.9633
7584	25.94
7632	25.9667
7680	26
7728	25.9533
7776	25.8833
7824	25.89
7872	25.9033
7920	25.8567
7968	25.91
8016	25.9433
8064	25.8867
8112	25.8933
8160	25.9433
8208	25.9567
8256	26.0333
8304	26.02
8352	25.9
8400	25.9267
8448	25.9433
8496	25.9067
8544	25.9367
8592	25.9367
8640	25.8967
8688	25.9367
8736	25.9733
8784	25.9333
8832	25.93
8880	26.03
8928	25.9433
8976	25.89
9024	25.9033
9072	25.9333
9120	25.9567
9168	25.9267
9216	25.95
9264	25.8733
9312	25.8967
9360	25.9567
9408	25.8933
9456	25.98
9504	25.89
9552	26.0233
9600	25.9967
9648	25.9967
9696	25.8967
9744	25.98
9792	25.8767
9840	25.86
9888	25.95
9936	25.9533
9984	25.9167
10032	25.9467
10080	25.9933
10128	26.01
10176	26.09
10224	26.05
10272	25.9833
10320	25.9567
10368	25.91
10416	25.96
10464	25.8367
10512	25.8633
10560	25.9233
10608	25.87
10656	25.91
10704	26
10752	26.0233
10800	25.9467
10848	25.9333
10896	25.9733
10944	25.9367
10992	25.95
11040	25.9767
11088	25.8667
11136	25.9533
11184	25.95
11232	26.0067
11280	25.92
11328	26.0367
11376	25.9833
11424	26.0167
11472	25.9433
11520	25.98
11568	25.9767
11616	25.97
11664	25.8533
11712	25.89
11760	25.96
11808	25.98
11856	25.9567
11904	25.9467
11952	26.0267
12000	26.07
12048	25.9133
12096	25.9967
12144	25.8867
12192	25.9433
12240	25.8833
12288	25.8633
12336	25.9433
12384	25.9367
12432	25.9733
12480	25.9667
12528	25.9833
12576	26.0367
12624	26.03
12672	26.0033
12720	25.9333
12768	25.9967
12816	25.9933
12864	25.95
12912	25.9067
12960	25.9067
13008	25.9233
13056	25.96
13104	26.0067
13152	26.02
13200	26.04
13248	26.0667
13296	26.0233
13344	26.0233
13392	25.9433
13440	25.9467
13488	25.9433
13536	25.9033
13584	25.94
13632	25.9567
