Path difference [nm]	Intensity [a.u.]
48288	67.0467
48336	49.2367
48384	46.3733
48432	37.6067
48480	28.2433
48528	22.3067
48576	23.67
48624	27.09
48672	37.2
48720	52.78
48768	64.6467
48816	66.2933
48864	69.95
48912	62.9767
48960	57.1233
49008	54.3
49056	37.6133
49104	26.73
49152	23.0333
49200	22.6367
49248	24.5733
49296	34.32
49344	44.0533
49392	51.36
49440	61.74
49488	69.79
49536	69.8367
49584	67.9767
49632	57.9
49680	39.8367
49728	39.9667
49776	30.1867
49824	26.5767
49872	23.99
49920	27.0433
49968	35.4267
50016	44.36
50064	59.4333
50112	62.7
50160	67.66
50208	68.4567
50256	64.5333
50304	54.4533
50352	48.9633
50400	37.9933
50448	27.6733
50496	24.2167
50544	23.79
50592	31.17
50640	44.1233
50688	44.7233
50736	51.7767
50784	63.4967
50832	68.8833
50880	68.1733
50928	65.9733
50976	60.2
51024	43.3367
51072	34.4433
51120	29.2833
51168	25.5133
51216	26.4233
51264	29.9167
51312	39.49
51360	50.4567
51408	62.5933
51456	66.55
51504	67.0867
51552	66.5833
51600	57.0833
51648	53.8233
51696	42.96
51744	35.76
51792	26.2867
51840	24.7067
51888	26.9
51936	31.8467
51984	44.0167
52032	47.7333
52080	60.46
52128	67.9733
52176	67.0267
52224	64.5
52272	61.5533
52320	54.9
52368	38.5333
52416	31.7033
52464	25.8067
52512	25.0967
52560	29.9233
52608	35.2433
52656	42.3567
52704	53.18
52752	66.05
52800	66.8767
52848	67.3333
52896	65.99
52944	56.4333
52992	44.9033
53040	41.9033
53088	34.55
53136	26.3433
53184	25.8467
53232	29.4433
53280	38.1267
53328	49.9
53376	55.36
53424	57.7967
53472	65.2667
53520	65.0933
53568	63.7333
53616	57.9467
53664	51.92
53712	39.7567
53760	33.5667
53808	26.65
53856	26.7633
53904	32.5467
53952	34.1867
54000	41.18
54048	55.93
54096	64.4467
54144	66.05
54192	65.9667
54240	63.2933
54288	54.4567
54336	48.52
54384	37.0033
54432	30.79
54480	26.87
54528	27.46
54576	29.57
54624	35.69
54672	51.9067
54720	56.6533
54768	58.5433
54816	64.8533
54864	64.74
54912	58.7733
54960	54.51
55008	47.18
55056	35.8067
55104	31.3067
55152	27.9167
55200	28.8633
55248	38.05
55296	39.7667
55344	46.26
55392	55.7567
55440	64.65
55488	64.9
55536	64.29
55584	61.2867
55632	49.93
55680	41.4833
55728	36.8633
55776	29.16
55824	28.14
55872	30.01
55920	34.38
55968	39.87
56016	54.84
56064	59.5933
56112	60.82
56160	64.4567
56208	58.86
56256	54.3033
56304	49.8467
56352	43.8733
56400	32.8433
56448	28.58
56496	28.62
56544	33.2433
56592	42.17
56640	48.3367
56688	49.3967
56736	57.0267
56784	63.8533
56832	63.4267
56880	61.6933
56928	57.4867
56976	47.23
57024	39.3
57072	31.95
57120	29.7467
57168	30.21
57216	32.2267
57264	38.82
57312	47.78
57360	57.8133
57408	58.2267
57456	61.2933
57504	63.25
57552	59.5767
57600	50.0267
57648	48.0233
57696	40.4933
57744	32.2467
57792	29.89
57840	30.5433
57888	31.39
57936	43.6633
57984	45.0767
58032	51.8667
58080	59.6533
58128	61.6567
58176	60.9733
58224	60.6467
58272	51.8033
58320	41.48
58368	36.56
58416	32.97
58464	30.4867
58512	33.3967
58560	38.1633
58608	45.0033
58656	50.1467
58704	58.4167
58752	60.7333
58800	61.98
58848	56.4667
58896	50.6133
58944	46.8533
58992	42.8767
59040	37.4567
59088	31.2467
59136	31.2833
59184	32.92
59232	38.69
59280	46.5767
59328	54.9867
59376	58.3633
59424	60.8767
59472	60.0533
59520	56.9367
59568	56.2233
59616	47.2167
59664	36.9133
59712	33.5367
59760	32.0633
59808	31.6933
59856	36.9933
59904	42.5133
59952	49.3167
60000	52.7433
60048	59.68
60096	60.78
60144	59.6767
60192	57.37
60240	48.84
60288	45.7133
60336	41.0167
60384	34.26
60432	32.23
60480	35.7867
60528	36.4767
60576	41.6033
60624	51.51
60672	57.5067
60720	59.0067
60768	60.2433
60816	56.0833
60864	54.4367
60912	47.81
60960	37.54
61008	32.6633
61056	32.57
61104	32.75
61152	35.81
61200	44.92
61248	53.1967
61296	52.8067
61344	58.4133
61392	59.4367
61440	59.1833
61488	54.7133
61536	49.4933
61584	37.15
61632	36.2767
61680	35.27
61728	33.9933
61776	37.2167
61824	40.4267
61872	44.4267
61920	50.9633
61968	55.48
62016	58.5767
62064	58.9967
62112	55.2633
62160	49.48
62208	48.69
62256	44.3033
62304	37.2233
62352	33.96
62400	34.6167
62448	36.0267
62496	38.4833
62544	48.02
62592	52.7867
62640	55.4067
62688	57.46
62736	58.0133
62784	56.36
62832	51.2
62880	44.7433
62928	38.4567
62976	35.65
63024	34.8533
63072	34.7667
63120	41.3133
63168	41.4167
63216	47.3867
63264	51.63
63312	56.7167
63360	58.0433
63408	56.1467
63456	54.5
63504	47.9533
63552	45.1733
63600	38.2167
63648	34.8333
63696	35.6967
63744	37.3033
63792	39.5567
63840	43.4367
63888	52.1967
63936	54.91
63984	57.44
64032	56.6
64080	52.4233
64128	49.4633
64176	44.8067
64224	38.6867
64272	35.4133
64320	35.5167
64368	36.16
64416	39.9767
64464	47.4433
64512	52.6867
64560	54.08
64608	56.4967
64656	56.25
64704	54.4967
64752	49.9433
64800	42.6667
64848	37.6333
64896	36.36
64944	36.04
64992	37.1433
65040	44.1733
65088	43.6967
65136	48.4167
65184	52.3367
65232	55.6733
65280	56.25
65328	54.28
65376	51.36
65424	44.1133
65472	43.21
65520	38.5133
65568	36.28
65616	38.7
65664	41.26
65712	42.3933
65760	45.3833
65808	52.1733
65856	54.39
65904	55.9
65952	54.99
66000	51.3033
66048	48.49
66096	45.4833
66144	39.7467
66192	36.7567
66240	37.3033
66288	37.3233
66336	39.39
66384	47.5567
66432	50.6833
66480	52.54
66528	53.7867
66576	55.48
66624	54.33
66672	50.8267
66720	46.9033
66768	40.2133
66816	40.06
66864	37.94
66912	37.0733
66960	41.2867
67008	41.8867
67056	44.54
67104	47.4533
67152	53.1667
67200	55.1933
67248	55.1
67296	53.8167
67344	50.8367
67392	48.03
67440	43.73
67488	42.24
67536	37.3433
67584	37.9267
67632	39.5867
67680	44.8
67728	51.2967
67776	51.5367
67824	52.2067
67872	53.8733
67920	54.5833
67968	51.9733
68016	48.0267
68064	45.3033
68112	40.1533
68160	39.5433
68208	37.9133
68256	38.07
68304	42.2133
68352	45.2133
68400	45.4633
68448	50.7933
68496	53.8567
68544	54.5333
68592	53.8833
68640	51.5567
68688	48.5733
68736	45.1333
68784	42.7367
68832	38.4467
68880	38.3267
68928	38.68
68976	39.8133
69024	43.57
69072	50.6633
69120	52.59
69168	53.79
69216	54.2133
69264	53.05
69312	50.9733
69360	46.6267
69408	44.81
69456	39.4
69504	38.9233
69552	38.18
69600	51.79
69648	53.3867
69696	51.4
69744	49.63
69792	45.4933
69840	39.0133
69888	38.5067
69936	38.38
69984	39.2733
70032	42.9833
70080	46.3033
70128	50.8533
70176	53.09
70224	54.1567
70272	53.99
70320	53.0267
70368	48.9967
70416	43.6367
70464	41.76
70512	39.5033
70560	38.67
70608	38.9333
70656	41.7933
70704	44.8467
70752	50.0833
70800	52.6933
70848	54.06
70896	54.1867
70944	52.1733
70992	47.8267
71040	45.7667
71088	45.5733
71136	41.55
71184	38.1267
71232	38.4433
71280	39.64
71328	42.0467
71376	46.3567
71424	49.72
71472	53.5033
71520	54.4367
71568	53.39
71616	52.7733
71664	50.3767
71712	45.0567
71760	40.38
71808	40.0233
71856	38.8467
71904	38.2633
71952	42.4767
72000	45.37
72048	47.1933
72096	48.9167
72144	53.4733
72192	54.4767
72240	53.8033
72288	53.0267
72336	47.63
72384	46.7
72432	43.23
72480	38.42
72528	38.31
72576	39.04
72624	38.9333
72672	44.05
72720	51.1
72768	50.92
72816	53.72
72864	54.5667
72912	53.9867
72960	52.4267
73008	47.7967
73056	44.4733
73104	40.55
73152	39.4067
73200	37.9567
73248	39.8467
73296	44.36
73344	46.02
73392	48.1567
73440	51.2533
73488	54.2533
73536	54.91
73584	54.23
73632	49.55
73680	47.5433
73728	44.3667
73776	41.6867
73824	37.9833
73872	39.0167
73920	41.3033
73968	41.04
74016	43.89
74064	52.4767
74112	53.9933
74160	55.1267
74208	55.1367
74256	53.0467
74304	49.71
74352	45.06
74400	40.7467
74448	37.2667
74496	37.6033
74544	37.42
74592	39.8033
74640	46.4567
74688	47.5233
74736	51.1167
74784	54.2167
74832	55.55
74880	53.8133
74928	51.8667
74976	48.0867
75024	43.3433
75072	40.2567
75120	37.3867
75168	37.03
75216	40.19
75264	41.89
75312	44.1067
75360	50.0033
75408	55.7567
75456	56.18
75504	55.97
75552	54.4733
75600	48.8867
75648	44.0367
75696	41.9033
75744	37.9067
75792	36.6767
75840	37.4
75888	39.95
75936	45.6
75984	52.2567
76032	52.5433
76080	54.5433
76128	56.7667
76176	53.6067
76224	49.0433
76272	45.2967
76320	42.3533
76368	38
76416	36.6333
76464	36.1333
76512	37.4
76560	42
76608	46.7967
76656	50
76704	55.1433
76752	57.2067
76800	56.36
76848	55.6767
76896	51.4567
76944	43.0633
76992	39.8667
77040	37.5
77088	36.15
77136	36.49
77184	38.83
77232	43.66
77280	49.6567
77328	55.5733
77376	56.6067
77424	57.5767
77472	55.2
77520	48.95
77568	46.5067
77616	42.6867
77664	37.79
77712	35.09
77760	35.83
77808	38.0033
77856	42.5667
77904	48.9167
77952	52.6933
78000	57.47
78048	57.8633
78096	55.1033
78144	54.4
78192	50.9733
78240	43.5767
78288	37.17
78336	35.46
78384	34.7233
78432	35.7467
78480	42.9767
78528	43.71
78576	49.1133
78624	53.33
78672	57.67
78720	58.5733
78768	57.02
78816	53.6233
78864	49.28
78912	47.82
78960	36.3467
79008	35.06
79056	35.4267
79104	35.92
79152	38.09
79200	43.16
79248	54.57
79296	57.1533
79344	57.5767
79392	58.4233
79440	52.1833
79488	52.3833
79536	47.5633
79584	44.4467
79632	36.15
79680	33.4867
79728	33.43
79776	37.26
79824	42.8567
79872	47.56
79920	51.7233
79968	57.1
80016	59.4233
80064	58.6667
80112	55.03
80160	49.6033
80208	37.6467
80256	36.4033
80304	35.4533
80352	32.8667
80400	36.9633
80448	39.8533
80496	44.62
80544	50.09
80592	56.8767
80640	59.3767
80688	59.9433
80736	57.3033
80784	53.1467
80832	47.1167
80880	40.89
80928	33.3633
80976	32.2933
81024	32.6467
81072	33.28
81120	39.5367
81168	50.2233
81216	53.6033
81264	56.9067
81312	58.5933
81360	59.8033
81408	53.6967
81456	53.7167
81504	41.6333
81552	36.3867
81600	34.62
81648	32.9267
81696	32.59
81744	40.6467
81792	42.5633
81840	44.7033
81888	53.1133
81936	58.8333
81984	61.28
82032	60.8567
82080	56.89
82128	52.07
82176	46.6567
82224	40.2333
82272	33.68
82320	31.6833
82368	31.9367
82416	33.8667
82464	39.44
82512	52.8567
82560	55.7633
82608	57.17
82656	60.5567
82704	60.98
82752	54.14
82800	51.8767
82848	45.1033
82896	36.5
82944	33.0267
82992	30.55
83040	31.06
83088	37.35
83136	39.7033
83184	46.8933
83232	56.3667
83280	62.2467
83328	62.1767
83376	60.92
83424	57.0267
83472	43.7033
83520	37.9233
83568	34.6933
83616	32.45
83664	30.77
83712	34.08
83760	39.0933
83808	41.7733
83856	55.2433
83904	57.5667
83952	62.19
84000	62.0167
84048	55.3333
84096	51.4433
84144	49.6733
84192	35.86
84240	29.93
84288	30.43
84336	30.1267
84384	33.4667
84432	42.8767
84480	49.9667
84528	54.4967
84576	61.2733
84624	63.1067
84672	61.3433
84720	57.7367
84768	50.52
84816	38.51
84864	33.6333
84912	32.87
84960	29.1
85008	35.19
85056	36.6567
85104	41.9967
85152	47.0533
85200	58.9933
85248	64
85296	63.9667
85344	61.27
85392	51.73
85440	49.03
85488	41.75
85536	33.5067
85584	28.4733
85632	28.8967
85680	29.8433
85728	40.5267
85776	48.2033
85824	55.8833
85872	59.1567
85920	64.1367
85968	63.63
86016	60.4167
86064	56.5233
86112	41.95
86160	35.5667
86208	34.7133
86256	29.9467
86304	28.47
86352	36.9733
86400	39.7567
86448	42.7167
86496	50.0467
86544	61.2133
86592	64.9567
86640	64.6967
86688	62.7467
86736	54.4333
86784	46.5833
86832	40.1767
86880	30.6667
86928	27.8
86976	28.4433
87024	30.9867
87072	39.1233
87120	53.05
87168	55.52
87216	59.7133
87264	65.04
87312	62.39
87360	57.24
87408	52.74
87456	45.43
87504	33.4
87552	28.1767
87600	27.1833
87648	28.1933
87696	35.99
87744	41.85
87792	52.4033
87840	60.7867
87888	65.5733
87936	65.6467
87984	64.8033
88032	54.61
88080	41.96
88128	42.23
88176	33.31
88224	28.63
88272	27.16
88320	29.6633
